cycle,event,a,b,c,d,e
24,bp,1,0,0,0,0
24,redirect,1,0,0,0,0
25,operand,8,29,30,4,99
25,value,3,4,0,0,0
25,imm,3,2,0,8,0
27,decode,99,0,7,0,7
27,branch,0,0,0,0,0
28,decode,19,0,0,0,0
28,bp,0,0,0,0,0
29,operand,8,29,30,4,99
29,value,3,4,0,0,0
29,imm,3,2,0,8,0
29,decode,19,0,0,0,0
30,operand,18,0,3,1,19
30,value,0,0,0,0,0
30,imm,1,2,0,3,0
30,decode,19,0,0,0,0
31,operand,10,0,0,1,19
31,value,0,0,0,0,0
31,imm,1,1,1,0,0
31,decode,19,0,0,0,0
32,operand,11,0,20,1,19
32,value,0,0,0,0,0
32,imm,1,2,0,20,0
32,decode,99,0,4,127,4
32,branch,1,1,0,0,0
33,operand,10,10,1,1,19
33,value,0,0,0,0,0
33,imm,1,2,0,1,0
33,decode,111,0,0,0,0
33,jump,1,0,0,0,0
33,bp,1,0,0,0,0
33,redirect,1,0,0,0,0
34,operand,29,10,11,4,99
34,value,1,20,0,0,0
34,imm,3,3,0,4294967292,0
36,decode,19,0,0,0,0
37,decode,99,0,4,127,4
37,branch,1,1,0,0,0
38,operand,10,10,1,1,19
38,value,1,0,0,0,0
38,imm,1,2,0,1,0
38,decode,19,0,0,0,0
38,bp,0,0,0,0,0
39,operand,29,10,11,4,99
39,value,2,20,0,0,0
39,imm,3,3,0,4294967292,0
39,decode,99,0,4,127,4
39,branch,1,1,0,0,0
40,operand,10,10,1,1,19
40,value,2,0,0,0,0
40,imm,1,2,0,1,0
40,decode,19,0,0,0,0
40,bp,0,0,0,0,0
41,operand,29,10,11,4,99
41,value,3,20,0,0,0
41,imm,3,3,0,4294967292,0
41,decode,99,0,4,127,4
41,branch,1,1,0,0,0
42,operand,10,10,1,1,19
42,value,3,0,0,0,0
42,imm,1,2,0,1,0
42,decode,19,0,0,0,0
42,bp,0,0,0,0,0
43,operand,29,10,11,4,99
43,value,4,20,0,0,0
43,imm,3,3,0,4294967292,0
43,decode,99,0,4,127,4
43,branch,1,1,0,0,0
44,operand,10,10,1,1,19
44,value,4,0,0,0,0
44,imm,1,2,0,1,0
44,decode,19,0,0,0,0
44,bp,0,0,0,0,0
45,operand,29,10,11,4,99
45,value,5,20,0,0,0
45,imm,3,3,0,4294967292,0
45,decode,99,0,4,127,4
45,branch,1,1,0,0,0
46,operand,10,10,1,1,19
46,value,5,0,0,0,0
46,imm,1,2,0,1,0
46,decode,19,0,0,0,0
46,bp,0,0,0,0,0
47,operand,29,10,11,4,99
47,value,6,20,0,0,0
47,imm,3,3,0,4294967292,0
47,decode,99,0,4,127,4
47,branch,1,1,0,0,0
48,operand,10,10,1,1,19
48,value,6,0,0,0,0
48,imm,1,2,0,1,0
48,decode,19,0,0,0,0
48,bp,0,0,0,0,0
49,operand,29,10,11,4,99
49,value,7,20,0,0,0
49,imm,3,3,0,4294967292,0
49,decode,99,0,4,127,4
49,branch,1,1,0,0,0
50,operand,10,10,1,1,19
50,value,7,0,0,0,0
50,imm,1,2,0,1,0
50,decode,19,0,0,0,0
50,bp,0,0,0,0,0
51,operand,29,10,11,4,99
51,value,8,20,0,0,0
51,imm,3,3,0,4294967292,0
51,decode,99,0,4,127,4
51,branch,1,1,0,0,0
52,operand,10,10,1,1,19
52,value,8,0,0,0,0
52,imm,1,2,0,1,0
52,decode,19,0,0,0,0
52,bp,0,0,0,0,0
53,operand,29,10,11,4,99
53,value,9,20,0,0,0
53,imm,3,3,0,4294967292,0
53,decode,99,0,4,127,4
53,branch,1,1,0,0,0
54,operand,10,10,1,1,19
54,value,9,0,0,0,0
54,imm,1,2,0,1,0
54,decode,19,0,0,0,0
54,bp,0,0,0,0,0
55,operand,29,10,11,4,99
55,value,10,20,0,0,0
55,imm,3,3,0,4294967292,0
55,decode,99,0,4,127,4
55,branch,1,1,0,0,0
56,operand,10,10,1,1,19
56,value,10,0,0,0,0
56,imm,1,2,0,1,0
56,decode,19,0,0,0,0
56,bp,0,0,0,0,0
57,operand,29,10,11,4,99
57,value,11,20,0,0,0
57,imm,3,3,0,4294967292,0
57,decode,99,0,4,127,4
57,branch,1,1,0,0,0
58,operand,10,10,1,1,19
58,value,11,0,0,0,0
58,imm,1,2,0,1,0
58,decode,19,0,0,0,0
58,bp,0,0,0,0,0
59,operand,29,10,11,4,99
59,value,12,20,0,0,0
59,imm,3,3,0,4294967292,0
59,decode,99,0,4,127,4
59,branch,1,1,0,0,0
60,operand,10,10,1,1,19
60,value,12,0,0,0,0
60,imm,1,2,0,1,0
60,decode,19,0,0,0,0
60,bp,0,0,0,0,0
61,operand,29,10,11,4,99
61,value,13,20,0,0,0
61,imm,3,3,0,4294967292,0
61,decode,99,0,4,127,4
61,branch,1,1,0,0,0
62,operand,10,10,1,1,19
62,value,13,0,0,0,0
62,imm,1,2,0,1,0
62,decode,19,0,0,0,0
62,bp,0,0,0,0,0
63,operand,29,10,11,4,99
63,value,14,20,0,0,0
63,imm,3,3,0,4294967292,0
63,decode,99,0,4,127,4
63,branch,1,1,0,0,0
64,operand,10,10,1,1,19
64,value,14,0,0,0,0
64,imm,1,2,0,1,0
64,decode,19,0,0,0,0
64,bp,0,0,0,0,0
65,operand,29,10,11,4,99
65,value,15,20,0,0,0
65,imm,3,3,0,4294967292,0
65,decode,99,0,4,127,4
65,branch,1,1,0,0,0
66,operand,10,10,1,1,19
66,value,15,0,0,0,0
66,imm,1,2,0,1,0
66,decode,19,0,0,0,0
66,bp,0,0,0,0,0
67,operand,29,10,11,4,99
67,value,16,20,0,0,0
67,imm,3,3,0,4294967292,0
67,decode,99,0,4,127,4
67,branch,1,1,0,0,0
68,operand,10,10,1,1,19
68,value,16,0,0,0,0
68,imm,1,2,0,1,0
68,decode,19,0,0,0,0
68,bp,0,0,0,0,0
69,operand,29,10,11,4,99
69,value,17,20,0,0,0
69,imm,3,3,0,4294967292,0
69,decode,99,0,4,127,4
69,branch,1,1,0,0,0
70,operand,10,10,1,1,19
70,value,17,0,0,0,0
70,imm,1,2,0,1,0
70,decode,19,0,0,0,0
70,bp,0,0,0,0,0
71,operand,29,10,11,4,99
71,value,18,20,0,0,0
71,imm,3,3,0,4294967292,0
71,decode,99,0,4,127,4
71,branch,1,1,0,0,0
72,operand,10,10,1,1,19
72,value,18,0,0,0,0
72,imm,1,2,0,1,0
72,decode,19,0,0,0,0
72,bp,0,0,0,0,0
73,operand,29,10,11,4,99
73,value,19,20,0,0,0
73,imm,3,3,0,4294967292,0
73,decode,99,0,4,127,4
73,branch,0,1,0,0,0
74,operand,10,10,1,1,19
74,value,19,0,0,0,0
74,imm,1,2,0,1,0
74,decode,19,0,0,0,0
74,bp,1,0,0,0,0
74,redirect,1,0,0,0,0
75,operand,29,10,11,4,99
75,value,20,20,0,0,0
75,imm,3,3,0,4294967292,0
77,decode,111,0,0,0,0
77,jump,1,0,0,0,0
77,ras,push,0,0,0,0
78,decode,23,0,0,0,0
78,bp,1,0,0,0,0
78,redirect,1,0,0,0,0
79,operand,1,0,28,5,111
79,value,0,2,0,0,0
79,imm,5,2,0,28,0
81,decode,19,0,0,127,0
82,decode,35,0,2,0,2
83,operand,2,2,16,1,19
83,value,16384,0,0,0,0
83,imm,1,3,0,4294967280,0
83,decode,111,0,0,0,0
83,jump,1,0,0,0,0
83,ls,0,1,2,0,0
83,ras,push,0,0,0,0
84,operand,12,2,1,3,35
84,value,16368,104,0,0,0
84,imm,2,2,0,12,0
84,decode,3,0,2,0,2
84,bp,1,0,0,0,0
84,redirect,1,0,0,0,0
85,operand,1,0,16,5,111
85,value,0,0,0,0,0
85,imm,5,2,0,16,0
87,decode,19,0,0,127,0
88,decode,35,0,2,0,2
89,operand,2,2,16,1,19
89,value,16368,0,0,0,0
89,imm,1,3,0,4294967280,0
89,decode,111,0,0,0,0
89,jump,1,0,0,0,0
89,ls,0,1,2,0,0
89,ras,push,0,0,0,0
90,operand,12,2,1,3,35
90,value,16352,140,0,0,0
90,imm,2,2,0,12,0
90,decode,3,0,2,0,2
90,bp,1,0,0,0,0
90,redirect,1,0,0,0,0
91,operand,1,0,16,5,111
91,value,0,0,0,0,0
91,imm,5,2,0,16,0
93,decode,19,0,0,0,0
93,ras,pop,0,0,0,0
94,decode,103,0,0,0,0
94,jump,0,1,0,0,0
95,operand,20,0,5,1,19
95,value,0,1,0,0,0
95,imm,1,2,0,5,0
95,decode,3,0,2,0,2
95,bp,0,0,0,0,0
96,operand,0,1,0,5,103
96,value,164,0,0,0,0
96,imm,1,1,1,0,0
96,decode,19,0,0,0,0
96,ls,1,0,2,0,0
96,ras,pop,0,0,0,0
97,operand,1,2,12,2,3
97,value,16352,0,0,0,0
97,imm,1,2,0,12,0
97,decode,103,0,0,0,0
97,jump,0,1,0,0,0
98,operand,2,2,16,1,19
98,value,16352,0,0,0,0
98,imm,1,2,0,16,0
98,decode,3,0,2,0,2
98,bp,0,0,0,0,0
99,operand,0,1,0,5,103
99,value,140,0,0,0,0
99,imm,1,1,1,0,0
99,decode,19,0,0,0,0
99,ls,1,0,2,0,0
99,ras,pop,0,0,0,0
100,operand,1,2,12,2,3
100,value,16368,0,0,0,0
100,imm,1,2,0,12,0
100,decode,103,0,0,0,0
100,jump,0,1,0,0,0
101,operand,2,2,16,1,19
101,value,16368,0,0,0,0
101,imm,1,2,0,16,0
101,decode,23,0,0,0,0
101,bp,0,0,0,0,0
102,operand,0,1,0,5,103
102,value,104,0,0,0,0
102,imm,1,1,1,0,0
102,decode,19,0,0,0,0
103,operand,5,0,0,7,23
103,value,0,0,0,0,0
103,imm,4,1,1,0,0
103,decode,103,0,0,0,0
103,jump,0,1,0,0,0
104,operand,5,5,16,1,19
104,value,104,0,0,0,0
104,imm,1,2,0,16,0
104,decode,115,0,0,0,0
104,bp,1,0,0,0,0
104,redirect,1,0,0,0,0
105,operand,1,5,0,5,103
105,value,120,0,0,0,0
105,imm,1,1,1,0,0
107,decode,19,0,0,0,0
108,decode,103,0,0,0,0
108,jump,0,1,0,0,0
109,operand,19,0,4,1,19
109,value,0,0,0,0,0
109,imm,1,2,0,4,0
109,decode,19,0,0,127,0
109,bp,1,0,0,0,0
109,redirect,1,0,0,0,0
110,operand,0,1,0,5,103
110,value,116,0,0,0,0
110,imm,1,1,1,0,0
112,decode,115,0,0,0,0
113,decode,19,0,0,0,0
114,decode,103,0,0,0,0
114,jump,0,1,0,0,0
114,redirect,1,0,0,0,0
114,trap,2,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,55,0,5,9,5
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,51,0
6,operand,5,8,3,7,55
6,value,0,0,0,0,0
6,imm,4,2,0,305418240,0
6,decode,115,0,1,26,1
6,csr_decode,1,0,0,0,0
7,operand,5,5,24,1,19
7,value,305418240,0,0,0,0
7,imm,1,2,0,1656,0
7,decode,19,1,0,0,0
8,operand,6,5,0,6,115
8,value,305419896,0,0,0,0
8,imm,1,2,0,832,0
8,decode,115,0,2,26,2
8,csr_decode,2,0,0,0,0
8,csr,1,0,0,0,0
9,operand,5,0,15,1,19
9,value,0,0,0,0,0
9,imm,1,2,0,15,0
9,decode,19,1,0,0,0
10,operand,6,5,0,6,115
10,value,15,0,0,0,0
10,imm,1,2,0,832,0
10,decode,115,0,3,26,3
10,csr_decode,3,0,0,0,0
10,csr,2,0,0,0,0
11,operand,5,0,8,1,19
11,value,0,0,0,0,0
11,imm,1,2,0,8,0
11,decode,23,0,0,0,0
12,operand,6,5,0,6,115
12,value,8,0,0,0,0
12,imm,1,2,0,832,0
12,decode,19,0,0,1,0
12,csr,3,0,0,0,0
13,operand,5,0,0,7,23
13,value,0,0,0,0,0
13,imm,4,1,1,0,0
13,decode,115,0,1,24,1
13,csr_decode,1,0,0,0,0
14,operand,5,5,22,1,19
14,value,32,0,0,0,0
14,imm,1,2,0,54,0
14,decode,55,1,1,0,1
15,operand,0,5,5,6,115
15,value,86,86,0,0,0
15,imm,1,2,0,773,0
15,decode,19,0,0,64,0
15,csr,1,0,0,0,0
16,operand,5,0,0,7,55
16,value,0,0,0,0,0
16,imm,4,2,0,4096,0
16,decode,115,0,2,24,2
16,csr_decode,2,0,0,0,0
17,operand,5,5,0,1,19
17,value,4096,0,0,0,0
17,imm,1,3,2,4294965248,0
17,decode,115,0,3,24,3
17,csr_decode,3,0,0,0,0
18,operand,0,5,4,6,115
18,value,2048,0,0,0,0
18,imm,1,2,0,772,0
18,decode,19,1,0,0,0
18,csr,2,0,0,0,0
19,operand,0,5,4,6,115
19,value,2048,0,0,0,0
19,imm,1,2,0,772,0
19,decode,115,0,2,24,2
19,csr_decode,2,0,0,0,0
19,csr,3,0,0,0,0
20,operand,5,0,8,1,19
20,value,0,0,0,0,0
20,imm,1,2,0,8,0
20,decode,115,0,3,24,3
20,csr_decode,3,0,0,0,0
21,operand,0,5,0,6,115
21,value,8,0,0,0,0
21,imm,1,2,0,768,0
21,decode,19,0,0,2,0
21,csr,2,0,0,0,0
22,operand,0,5,0,6,115
22,value,8,0,0,0,0
22,imm,1,2,0,768,0
22,decode,115,0,1,26,1
22,csr_decode,1,0,0,0,0
22,csr,3,0,0,0,0
23,operand,5,0,0,1,19
23,value,0,0,0,0,0
23,imm,1,2,0,64,0
23,decode,19,0,0,2,0
24,operand,0,5,1,6,115
24,value,64,0,0,0,0
24,imm,1,2,0,833,0
24,decode,115,0,1,26,1
24,csr_decode,1,0,0,0,0
24,csr,1,0,0,0,0
25,operand,5,0,21,1,19
25,value,0,0,0,0,0
25,imm,1,2,0,85,0
25,decode,115,1,0,0,0
26,operand,0,5,2,6,115
26,value,85,16384,0,0,0
26,imm,1,2,0,834,0
26,decode,115,0,0,24,0
26,mret_decode,1,0,0,0,0
26,csr,1,0,0,0,0
27,decode,0,1,0,0,0
27,redirect,1,0,0,0,0
27,trap,2,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,19,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,115,0,0,0,0
6,operand,5,0,1,1,19
6,value,0,0,0,0,0
6,imm,1,2,0,1,0
6,decode,x,x,x,x,x
7,decode,x,x,x,x,x
7,redirect,1,0,0,0,0
7,trap,1,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,19,1,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,111,1,0,3,0
5,jump,1,0,0,0,0
6,operand,8,0,1,1,19
6,value,0,0,0,0,0
6,imm,1,2,0,1,0
6,decode,19,1,0,0,0
6,bp,1,0,0,0,0
6,redirect,1,0,0,0,0
7,operand,0,0,24,5,111
7,value,0,0,0,0,0
7,imm,5,2,0,120,0
7,hazard,fetch_stall,0,0,0,0
9,decode,55,0,5,9,5
10,decode,19,0,0,0,0
11,operand,10,8,3,7,55
11,value,1,0,0,0,0
11,imm,4,2,0,305418240,0
11,decode,115,1,0,0,0
12,operand,11,10,7,1,19
12,value,305418240,0,0,0,0
12,imm,1,2,0,7,0
12,decode,x,x,x,x,x
13,decode,x,x,x,x,x
13,redirect,1,0,0,0,0
13,trap,2,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,19,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,0,1,0,0,0
6,operand,5,0,1,1,19
6,value,0,0,0,0,0
6,imm,1,2,0,1,0
6,decode,0,1,0,0,0
7,decode,x,x,x,x,x
7,redirect,1,0,0,0,0
7,trap,0,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,23,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,7,0
6,operand,5,0,0,7,23
6,value,0,0,0,0,0
6,imm,4,1,1,0,0
6,decode,115,0,1,24,1
6,csr_decode,1,0,0,0,0
7,operand,5,5,24,1,19
7,value,8,0,0,0,0
7,imm,1,2,0,248,0
7,decode,55,1,1,0,1
8,operand,0,5,5,6,115
8,value,256,256,0,0,0
8,imm,1,2,0,773,0
8,decode,19,0,0,64,0
8,csr,1,0,0,0,0
9,operand,5,0,0,7,55
9,value,0,0,0,0,0
9,imm,4,2,0,4096,0
9,decode,115,0,2,24,2
9,csr_decode,2,0,0,0,0
10,operand,5,5,0,1,19
10,value,4096,0,0,0,0
10,imm,1,3,2,4294965248,0
10,decode,19,1,0,0,0
11,operand,0,5,4,6,115
11,value,2048,0,0,0,0
11,imm,1,2,0,772,0
11,decode,115,0,2,24,2
11,csr_decode,2,0,0,0,0
11,csr,2,0,0,0,0
12,operand,5,0,8,1,19
12,value,0,0,0,0,0
12,imm,1,2,0,8,0
12,decode,19,1,0,0,0
13,operand,0,5,0,6,115
13,value,8,0,0,0,0
13,imm,1,2,0,768,0
13,decode,19,0,0,0,0
13,csr,2,0,0,0,0
14,operand,18,0,3,1,19
14,value,0,0,0,0,0
14,imm,1,2,0,3,0
14,decode,111,1,0,2,0
14,jump,1,0,0,0,0
15,operand,19,18,4,1,19
15,value,3,0,0,0,0
15,imm,1,2,0,4,0
15,decode,0,1,0,0,0
15,bp,1,0,0,0,0
15,redirect,1,0,0,0,0
16,operand,0,0,22,5,111
16,value,0,0,0,0,0
16,imm,5,2,0,86,0
18,decode,19,1,0,0,0
19,decode,19,1,0,0,0
20,decode,55,0,0,8,0
20,redirect,1,0,0,0,0
20,trap,3,0,0,0,0
23,decode,55,0,0,8,0
24,decode,115,0,2,26,2
24,csr_decode,2,0,0,0,0
25,operand,5,0,0,7,55
25,value,0,0,0,0,0
25,imm,4,2,0,268435456,0
25,decode,35,0,2,0,2
26,operand,6,0,1,6,115
26,value,0,0,0,0,0
26,imm,1,2,0,833,0
26,decode,115,0,2,26,2
26,csr_decode,2,0,0,0,0
26,ls,0,1,2,0,0
27,operand,0,5,6,3,35
27,value,268435456,130,0,0,0
27,imm,2,1,1,0,0
27,decode,35,0,2,0,2
28,operand,6,0,2,6,115
28,value,0,16384,0,0,0
28,imm,1,2,0,834,0
28,decode,115,0,2,24,2
28,csr_decode,2,0,0,0,0
28,ls,0,1,2,0,0
29,operand,4,5,6,3,35
29,value,268435456,2147483659,0,0,0
29,imm,2,2,0,4,0
29,decode,35,0,2,0,2
30,operand,6,0,0,6,115
30,value,0,0,0,0,0
30,imm,1,2,0,768,0
30,decode,115,0,0,24,0
30,mret_decode,1,0,0,0,0
30,ls,0,1,2,0,0
31,operand,8,5,6,3,35
31,value,268435456,6272,0,0,0
31,imm,2,2,0,8,0
31,decode,x,x,x,x,x
32,operand,0,0,2,6,115
32,value,0,16384,0,0,0
32,imm,1,2,0,770,0
32,decode,x,x,x,x,x
32,redirect,1,0,0,0,0
32,mret,1,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,55,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,8,0
6,operand,5,0,1,7,55
6,value,0,0,0,0,0
6,imm,4,2,0,1048576,0
6,decode,103,0,0,0,0
6,jump,0,1,0,0,0
7,operand,5,5,0,1,19
7,value,1048576,0,0,0,0
7,imm,1,2,0,256,0
7,decode,0,1,0,0,0
7,bp,1,0,0,0,0
7,redirect,1,0,0,0,0
8,operand,0,5,0,5,103
8,value,1048832,0,0,0,0
8,imm,1,1,1,0,0
10,decode,111,0,0,64,0
10,jump,1,0,0,0,0
11,decode,x,x,x,x,x
11,bp,1,0,0,0,0
11,redirect,1,0,0,0,0
12,operand,0,0,0,5,111
12,value,0,0,0,0,0
12,imm,5,3,2,4293918720,0
14,decode,111,0,0,64,0
14,jump,1,0,0,0,0
15,decode,x,x,x,x,x
15,bp,1,0,0,0,0
15,redirect,1,0,0,0,0
16,operand,0,0,0,5,111
16,value,0,0,0,0,0
16,imm,5,3,2,4293918720,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,111,0,0,0,0
4,jump,1,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,x,x,x,x,x
5,bp,1,0,0,0,0
5,redirect,1,0,0,0,0
6,operand,0,0,0,5,111
6,value,0,0,0,0,0
6,imm,5,1,1,0,0
8,decode,111,0,0,0,0
8,jump,1,0,0,0,0
9,decode,111,0,0,0,0
9,jump,1,0,0,0,0
9,bp,0,0,0,0,0
10,operand,0,0,0,5,111
10,value,0,0,0,0,0
10,imm,5,1,1,0,0
10,decode,111,0,0,0,0
10,jump,1,0,0,0,0
10,bp,0,0,0,0,0
11,operand,0,0,0,5,111
11,value,0,0,0,0,0
11,imm,5,1,1,0,0
11,decode,111,0,0,0,0
11,jump,1,0,0,0,0
11,bp,0,0,0,0,0
12,operand,0,0,0,5,111
12,value,0,0,0,0,0
12,imm,5,1,1,0,0
12,decode,111,0,0,0,0
12,jump,1,0,0,0,0
12,bp,0,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,23,0,0,0,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,0,0
6,operand,5,0,0,7,23
6,value,0,0,0,0,0
6,imm,4,1,1,0,0
6,decode,3,0,2,0,2
7,operand,5,5,28,1,19
7,value,8,0,0,0,0
7,imm,1,2,0,28,0
7,decode,19,0,0,0,0
7,ls,1,0,2,0,0
7,hazard,load_use,0,0,0,0
8,operand,9,5,0,2,3
8,value,36,0,0,0,0
8,imm,1,1,1,0,0
8,decode,19,0,0,0,0
9,decode,51,0,0,0,0
10,operand,18,9,1,1,19
10,value,33,0,0,0,0
10,imm,1,2,0,1,0
10,decode,35,0,2,0,2
11,operand,19,18,9,1,51
11,value,34,33,0,0,0
11,decode,115,0,0,0,0
11,ls,0,1,2,0,0
12,operand,4,5,19,3,35
12,value,36,67,0,0,0
12,imm,2,2,0,4,0
12,decode,19,1,0,0,0
13,decode,0,1,0,0,0
13,redirect,1,0,0,0,0
13,trap,2,0,0,0,0
2,decode,55,0,4,0,4
3,decode,19,0,0,0,0
4,operand,2,0,0,7,55
4,value,0,0,0,0,0
4,imm,4,2,0,16384,0
4,decode,19,0,0,3,0
5,operand,2,2,0,1,19
5,value,16384,0,0,0,0
5,imm,1,1,1,0,0
5,decode,19,0,0,0,0
6,operand,10,0,27,1,19
6,value,0,0,0,0,0
6,imm,1,2,0,123,0
6,decode,51,0,2,1,2
6,hazard,muldiv_busy,0,0,0,0
7,operand,11,0,7,1,19
7,value,0,0,0,0,0
7,imm,1,2,0,7,0
7,decode,51,0,2,1,2
7,hazard,muldiv_busy,0,0,0,0
8,decode,51,0,2,1,2
8,hazard,muldiv_busy,0,0,0,0
9,decode,51,0,2,1,2
9,hazard,muldiv_busy,0,0,0,0
10,decode,51,0,2,1,2
11,decode,51,0,5,1,5
11,hazard,muldiv_busy,0,0,0,0
12,operand,12,10,11,1,51
12,value,123,7,0,0,0
12,decode,51,0,5,1,5
12,hazard,muldiv_busy,0,0,0,0
13,decode,51,0,5,1,5
13,hazard,muldiv_busy,0,0,0,0
14,decode,51,0,5,1,5
14,hazard,muldiv_busy,0,0,0,0
15,decode,51,0,5,1,5
15,hazard,muldiv_busy,0,0,0,0
16,decode,51,0,5,1,5
16,hazard,muldiv_busy,0,0,0,0
17,decode,51,0,5,1,5
17,hazard,muldiv_busy,0,0,0,0
18,decode,51,0,5,1,5
18,hazard,muldiv_busy,0,0,0,0
19,decode,51,0,5,1,5
19,hazard,muldiv_busy,0,0,0,0
20,decode,51,0,5,1,5
20,hazard,muldiv_busy,0,0,0,0
21,decode,51,0,5,1,5
21,hazard,muldiv_busy,0,0,0,0
22,decode,51,0,5,1,5
22,hazard,muldiv_busy,0,0,0,0
23,decode,51,0,5,1,5
23,hazard,muldiv_busy,0,0,0,0
24,decode,51,0,5,1,5
24,hazard,muldiv_busy,0,0,0,0
25,decode,51,0,5,1,5
25,hazard,muldiv_busy,0,0,0,0
26,decode,51,0,5,1,5
26,hazard,muldiv_busy,0,0,0,0
27,decode,51,0,5,1,5
27,hazard,muldiv_busy,0,0,0,0
28,decode,51,0,5,1,5
28,hazard,muldiv_busy,0,0,0,0
29,decode,51,0,5,1,5
29,hazard,muldiv_busy,0,0,0,0
30,decode,51,0,5,1,5
30,hazard,muldiv_busy,0,0,0,0
31,decode,51,0,5,1,5
31,hazard,muldiv_busy,0,0,0,0
32,decode,51,0,5,1,5
32,hazard,muldiv_busy,0,0,0,0
33,decode,51,0,5,1,5
33,hazard,muldiv_busy,0,0,0,0
